time,baseline_raw,baseline,baseline_corrected_voltage
0.0,0.06735,0.06734464591034295,5.354089657044758e-06
0.25136950950950954,0.06779709373902294,0.06782514316955376,-2.804943053082154e-05
0.5027390190190191,0.06828163105134119,0.06829719076363656,-1.5559712295373784e-05
0.7541085285285286,0.06875692863925936,0.06876086233316218,-3.933693902821722e-06
1.0054780380380381,0.06922129964129013,0.06921623151870147,5.068122588658408e-06
1.2568475475475478,0.06967352378706869,0.06966337196082528,1.0151826243406936e-05
1.5082170570570572,0.07010037496512907,0.07010235730010445,-1.9823349753783637e-06
1.7595865665665666,0.0705386756620278,0.07053326117710983,5.414484917976026e-06
2.0109560760760763,0.07095962945601815,0.07095615723241226,3.4722236058881695e-06
2.262325585585586,0.07138163476065139,0.0713711191065826,1.051565406878785e-05
2.5136950950950956,0.07178933722508443,0.07177822044019168,1.1116784892753473e-05
2.765064604604605,0.07219049798270297,0.07217753487381035,1.2963108892621866e-05
3.0164341141141144,0.07258399535672523,0.07256913604800946,1.4859308715767239e-05
3.267803623623624,0.0729638238285803,0.07295309760335986,1.0726225220442087e-05
3.5191731331331333,0.07334622773403006,0.07332949318043239,1.6734553597672064e-05
3.770542642642643,0.07371767875658677,0.0736983964197979,1.9282336788870036e-05
4.021912152152153,0.07408066896743982,0.07405988096202723,2.0788005412594734e-05
4.273281661661662,0.0744324216116354,0.07441402044769123,1.8401163944165022e-05
4.524651171171172,0.07476728573425329,0.07476088851736075,6.397216892536917e-06
4.7760206806806815,0.07510697126206749,0.07510055881160663,6.412450460860364e-06
5.027390190190191,0.07542916620826101,0.07543310497099971,-3.93876273870053e-06
5.2787596996997,0.0757523875265144,0.07575860063611085,-6.213109596447941e-06
5.53012920920921,0.0760649818161287,0.07607711944751089,-1.2137631382191927e-05
5.781498718718719,0.07636655253115349,0.07638873504577068,-2.2182514617191673e-05
6.032868228228229,0.07665293530165947,0.07669352107146106,-4.058576980159323e-05
6.2842377377377385,0.07693416802404686,0.07699155116515141,-5.738314110455278e-05
6.535607247247248,0.07721037170218449,0.07729161784033758,-8.124613815309323e-05
6.786976756756758,0.07747824232018904,0.07759311717532176,-0.00011487485513271556
7.038346266266267,0.07774056978593795,0.07789498844171949,-0.00015441865578154357
7.289715775775776,0.07798486522950683,0.07819795311171453,-0.00021308788220769648
7.541085285285286,0.07822697091246628,0.07850007436263742,-0.0002731034501711471
7.7924547947947955,0.07874388082308967,0.07879982909723947,-5.594827414980019e-05
8.043824304304305,0.07909,0.07909449995266207,-4.499952662079254e-06
8.295193813813814,0.07931406205985478,0.07938197259918267,-6.791053932789226e-05
8.546563323323324,0.07949559144179809,0.07965659444688145,-0.0001610030050833572
8.797932832832833,0.07982394357293858,0.07991638570489258,-9.244213195400142e-05
9.049302342342344,0.08005855477002305,0.08016307198655498,-0.00010451721653192969
9.300671851851853,0.0802068357927897,0.08039455767820443,-0.00018772188541472945
9.552041361361363,0.08032569613572199,0.08060989444798115,-0.00028419831225916237
9.803410870870872,0.08027364198838896,0.08080296843585219,-0.0005293264474632298
10.054780380380382,0.0804170600188908,0.08097596518515357,-0.0005589051662627659
10.306149889889891,0.08073302914461147,0.08112658681604669,-0.0003935576714352157
10.5575193993994,0.08092753357063408,0.0812571951214841,-0.00032966155085002724
10.80888890890891,0.08125782530927221,0.08136631510781972,-0.00010848979854750918
11.06025841841842,0.0814495198206432,0.08144792698804346,1.59283259974774e-06
11.31162792792793,0.08171482460909185,0.08150813651303913,0.00020668809605271787
11.562997437437438,0.08193306542619505,0.08154166430924323,0.0003914011169518228
11.814366946946949,0.08212465596202412,0.0815439812580613,0.0005806747039628218
12.065736456456458,0.08220352707737323,0.0815147866359367,0.0006887404414365333
12.317105965965967,0.08231212498351063,0.0814514499633894,0.0008606750201212293
12.568475475475477,0.08236316525885491,0.08135426524348455,0.0010089000153703648
12.819844984984986,0.08228944201176214,0.0812242702596131,0.0010651717521490411
13.071214494494496,0.08202473915730325,0.0810591991541548,0.0009655400031484546
13.322584004004005,0.0817639861941784,0.08086080691075395,0.0009031792834244545
13.573953513513516,0.08139878351724505,0.0806283911536905,0.0007703923635545562
13.825323023023024,0.0810093703753014,0.08037352728021069,0.0006358430950907101
14.076692532532533,0.08057837102257506,0.08009755889102901,0.00048081213154604896
14.328062042042044,0.08013038526331209,0.07980686021225349,0.00032352505105860685
14.579431551551552,0.07968583520404034,0.07950281338153008,0.00018302182251025978
14.830801061061063,0.07935324738242432,0.07918260396059405,0.00017064342183026326
15.082170570570572,0.07904405041315342,0.07884359562879882,0.00020045478435459785
15.333540080080082,0.0786119712171511,0.07849296355716841,0.0001190076599826978
15.584909589589591,0.07818730329558846,0.07814042266729744,4.688062829101558e-05
15.836279099099102,0.07773282178679418,0.07778571090398823,-5.288911719404654e-05
16.08764860860861,0.07743422581280147,0.0774338678322918,3.5798050967983386e-07
16.33901811811812,0.07703631534887946,0.07707818390101252,-4.1868552133061954e-05
16.590387627627628,0.07667660256609493,0.07672751003884506,-5.090747275013352e-05
16.84175713713714,0.0761953130778981,0.0763887773271593,-0.00019346424926119932
17.09312664664665,0.0757120897289601,0.07606745396709663,-0.00035536423813653517
17.344496156156158,0.07539491943397315,0.07576798183119364,-0.00037306239722048606
17.595865665665666,0.07485289558806497,0.0754915666623028,-0.0006386710742378315
17.84723517517518,0.07444607116969185,0.07524340400946677,-0.000797332839774928
18.098604684684688,0.07420053521239327,0.07502648498665754,-0.0008259497742642702
18.349974194194196,0.07398339862287127,0.07484253259027104,-0.0008591339673997694
18.601343703703705,0.07389,0.07469419618252154,-0.0008041961825215466
18.852713213213214,0.07383328124012412,0.07458998925960833,-0.0007567080194842146
19.104082722722726,0.073805111838701,0.07453216543101024,-0.0007270535923092347
19.355452232232235,0.0739373680278013,0.07452342093059186,-0.0005860529027905542
19.606821741741744,0.07411,0.07456429932032381,-0.00045429932032381437
19.858191251251252,0.07442641387567953,0.07464865938270851,-0.00022224550702898416
20.109560760760765,0.07444,0.07477844999983227,-0.0003384499998322632
20.360930270270273,0.07448654214194768,0.07495297847087586,-0.000466436328928177
20.612299779779782,0.07472257291008845,0.07517378228417008,-0.00045120937408163475
20.86366928928929,0.0748963514820883,0.07543761226675906,-0.0005412607846707607
21.1150387987988,0.07517565838027376,0.07574552777970872,-0.000569869399434958
21.366408308308312,0.07564652121317968,0.07609126887636766,-0.000444747663187986
21.61777781781782,0.076200868268564,0.07647114235872886,-0.0002702740901648626
