threshold_A,threshold_B,accuracy,balanced_accuracy,valid_physical_pair,n,tp,tn,fp,fn
0.175,-0.095,0.7764,0.86025,True,2500,1441.0,500.0,0.0,559.0
0.175,-0.085,0.7864,0.8665,True,2500,1466.0,500.0,0.0,534.0
0.175,-0.075,0.7948,0.87175,True,2500,1487.0,500.0,0.0,513.0
0.175,-0.065,0.808,0.88,True,2500,1520.0,500.0,0.0,480.0
0.175,-0.055,0.816,0.885,True,2500,1540.0,500.0,0.0,460.0
0.175,-0.045,0.8224,0.889,True,2500,1556.0,500.0,0.0,444.0
0.175,-0.035,0.828,0.8925000000000001,True,2500,1570.0,500.0,0.0,430.0
0.175,-0.025,0.8328,0.8955,True,2500,1582.0,500.0,0.0,418.0
0.175,-0.015,0.8416,0.901,True,2500,1604.0,500.0,0.0,396.0
0.175,-0.005,0.844,0.9025,True,2500,1610.0,500.0,0.0,390.0
0.175,0.005,0.8484,0.90525,True,2500,1621.0,500.0,0.0,379.0
0.175,0.015,0.856,0.91,True,2500,1640.0,500.0,0.0,360.0
0.175,0.025,0.8652,0.91275,True,2500,1667.0,496.0,4.0,333.0
0.175,0.035,0.8756,0.90425,True,2500,1713.0,476.0,24.0,287.0
0.175,0.045,0.8772,0.85725,True,2500,1781.0,412.0,88.0,219.0
0.175,0.055,0.8644,0.75925,True,2500,1869.0,292.0,208.0,131.0
0.175,0.065,0.828,0.61875,True,2500,1935.0,135.0,365.0,65.0
0.175,0.075,0.8032,0.52825,True,2500,1973.0,35.0,465.0,27.0
0.175,0.085,0.7964,0.49925,True,2500,1989.0,2.0,498.0,11.0
0.185,-0.125,0.7104,0.819,True,2500,1276.0,500.0,0.0,724.0
0.185,-0.115,0.7212,0.82575,True,2500,1303.0,500.0,0.0,697.0
0.185,-0.105,0.7356,0.83475,True,2500,1339.0,500.0,0.0,661.0
0.185,-0.095,0.7532,0.84575,True,2500,1383.0,500.0,0.0,617.0
0.185,-0.085,0.7644,0.85275,True,2500,1411.0,500.0,0.0,589.0
0.185,-0.075,0.774,0.85875,True,2500,1435.0,500.0,0.0,565.0
0.185,-0.065,0.7884,0.86775,True,2500,1471.0,500.0,0.0,529.0
0.185,-0.055,0.7968,0.873,True,2500,1492.0,500.0,0.0,508.0
0.185,-0.045,0.8044,0.87775,True,2500,1511.0,500.0,0.0,489.0
0.185,-0.035,0.8104,0.8815,True,2500,1526.0,500.0,0.0,474.0
0.185,-0.025,0.816,0.885,True,2500,1540.0,500.0,0.0,460.0
0.185,-0.015,0.8252,0.8907499999999999,True,2500,1563.0,500.0,0.0,437.0
0.185,-0.005,0.828,0.8925000000000001,True,2500,1570.0,500.0,0.0,430.0
0.185,0.005,0.8324,0.89525,True,2500,1581.0,500.0,0.0,419.0
0.185,0.015,0.8416,0.901,True,2500,1604.0,500.0,0.0,396.0
0.185,0.025,0.8524,0.90475,True,2500,1635.0,496.0,4.0,365.0
0.185,0.035,0.8644,0.89725,True,2500,1685.0,476.0,24.0,315.0
0.185,0.045,0.8684,0.85175,True,2500,1759.0,412.0,88.0,241.0
0.185,0.055,0.8584,0.7555000000000001,True,2500,1854.0,292.0,208.0,146.0
0.185,0.065,0.8256,0.6172500000000001,True,2500,1929.0,135.0,365.0,71.0
0.185,0.075,0.8016,0.52725,True,2500,1969.0,35.0,465.0,31.0
0.185,0.085,0.7964,0.49925,True,2500,1989.0,2.0,498.0,11.0
0.195,-0.125,0.6908,0.8067500000000001,True,2500,1227.0,500.0,0.0,773.0
0.195,-0.115,0.7028,0.8142499999999999,True,2500,1257.0,500.0,0.0,743.0
0.195,-0.105,0.718,0.82375,True,2500,1295.0,500.0,0.0,705.0
0.195,-0.095,0.7364,0.83525,True,2500,1341.0,500.0,0.0,659.0
0.195,-0.085,0.7484,0.84275,True,2500,1371.0,500.0,0.0,629.0
0.195,-0.075,0.7596,0.84975,True,2500,1399.0,500.0,0.0,601.0
0.195,-0.065,0.7744,0.859,True,2500,1436.0,500.0,0.0,564.0
0.195,-0.055,0.7832,0.8645,True,2500,1458.0,500.0,0.0,542.0
0.195,-0.045,0.7916,0.86975,True,2500,1479.0,500.0,0.0,521.0
0.195,-0.035,0.7976,0.8734999999999999,True,2500,1494.0,500.0,0.0,506.0
0.195,-0.025,0.804,0.8775,True,2500,1510.0,500.0,0.0,490.0
0.195,-0.015,0.8136,0.8835,True,2500,1534.0,500.0,0.0,466.0
0.195,-0.005,0.8168,0.8855,True,2500,1542.0,500.0,0.0,458.0
0.195,0.005,0.8216,0.8885000000000001,True,2500,1554.0,500.0,0.0,446.0
0.195,0.015,0.8316,0.8947499999999999,True,2500,1579.0,500.0,0.0,421.0
0.195,0.025,0.8424,0.8985000000000001,True,2500,1610.0,496.0,4.0,390.0
0.195,0.035,0.8552,0.8915,True,2500,1662.0,476.0,24.0,338.0
0.195,0.045,0.862,0.84775,True,2500,1743.0,412.0,88.0,257.0
0.195,0.055,0.8556,0.7537499999999999,True,2500,1847.0,292.0,208.0,153.0
0.195,0.065,0.8248,0.61675,True,2500,1927.0,135.0,365.0,73.0
0.195,0.075,0.8012,0.527,True,2500,1968.0,35.0,465.0,32.0
0.195,0.085,0.7964,0.49925,True,2500,1989.0,2.0,498.0,11.0
0.205,-0.125,0.6764,0.79775,True,2500,1191.0,500.0,0.0,809.0
0.205,-0.115,0.6884,0.80525,True,2500,1221.0,500.0,0.0,779.0
0.205,-0.105,0.704,0.815,True,2500,1260.0,500.0,0.0,740.0
0.205,-0.095,0.7224,0.8265,True,2500,1306.0,500.0,0.0,694.0
0.205,-0.085,0.7344,0.8340000000000001,True,2500,1336.0,500.0,0.0,664.0
0.205,-0.075,0.746,0.84125,True,2500,1365.0,500.0,0.0,635.0
0.205,-0.065,0.7628,0.85175,True,2500,1407.0,500.0,0.0,593.0
0.205,-0.055,0.7716,0.8572500000000001,True,2500,1429.0,500.0,0.0,571.0
0.205,-0.045,0.7808,0.863,True,2500,1452.0,500.0,0.0,548.0
0.205,-0.035,0.7868,0.86675,True,2500,1467.0,500.0,0.0,533.0
0.205,-0.025,0.7932,0.87075,True,2500,1483.0,500.0,0.0,517.0
0.205,-0.015,0.804,0.8775,True,2500,1510.0,500.0,0.0,490.0
0.205,-0.005,0.8072,0.8795,True,2500,1518.0,500.0,0.0,482.0
0.205,0.005,0.8124,0.8827499999999999,True,2500,1531.0,500.0,0.0,469.0
0.205,0.015,0.8232,0.8895,True,2500,1558.0,500.0,0.0,442.0
0.205,0.025,0.834,0.89325,True,2500,1589.0,496.0,4.0,411.0
0.205,0.035,0.848,0.887,True,2500,1644.0,476.0,24.0,356.0
0.205,0.045,0.8568,0.8445,True,2500,1730.0,412.0,88.0,270.0
0.205,0.055,0.8516,0.75125,True,2500,1837.0,292.0,208.0,163.0
0.205,0.065,0.8224,0.6152500000000001,True,2500,1921.0,135.0,365.0,79.0
0.205,0.075,0.8004,0.5265,True,2500,1966.0,35.0,465.0,34.0
0.205,0.085,0.7964,0.49925,True,2500,1989.0,2.0,498.0,11.0
0.215,-0.125,0.668,0.7925,True,2500,1170.0,500.0,0.0,830.0
0.215,-0.115,0.68,0.8,True,2500,1200.0,500.0,0.0,800.0
0.215,-0.105,0.6968,0.8105,True,2500,1242.0,500.0,0.0,758.0
0.215,-0.095,0.7152,0.8220000000000001,True,2500,1288.0,500.0,0.0,712.0
0.215,-0.085,0.728,0.8300000000000001,True,2500,1320.0,500.0,0.0,680.0
0.215,-0.075,0.7396,0.83725,True,2500,1349.0,500.0,0.0,651.0
0.215,-0.065,0.7564,0.84775,True,2500,1391.0,500.0,0.0,609.0
0.215,-0.055,0.7652,0.8532500000000001,True,2500,1413.0,500.0,0.0,587.0
0.215,-0.045,0.7752,0.8594999999999999,True,2500,1438.0,500.0,0.0,562.0
0.215,-0.035,0.7816,0.8634999999999999,True,2500,1454.0,500.0,0.0,546.0
0.215,-0.025,0.7884,0.86775,True,2500,1471.0,500.0,0.0,529.0
0.215,-0.015,0.7992,0.8745,True,2500,1498.0,500.0,0.0,502.0
0.215,-0.005,0.8024,0.8765000000000001,True,2500,1506.0,500.0,0.0,494.0
0.215,0.005,0.808,0.88,True,2500,1520.0,500.0,0.0,480.0
0.215,0.015,0.8188,0.8867499999999999,True,2500,1547.0,500.0,0.0,453.0
0.215,0.025,0.83,0.8907499999999999,True,2500,1579.0,496.0,4.0,421.0
0.215,0.035,0.8444,0.8847499999999999,True,2500,1635.0,476.0,24.0,365.0
0.215,0.045,0.8544,0.843,True,2500,1724.0,412.0,88.0,276.0
0.215,0.055,0.8508,0.75075,True,2500,1835.0,292.0,208.0,165.0
0.215,0.065,0.822,0.615,True,2500,1920.0,135.0,365.0,80.0
0.215,0.075,0.8004,0.5265,True,2500,1966.0,35.0,465.0,34.0
0.215,0.085,0.7964,0.49925,True,2500,1989.0,2.0,498.0,11.0
