threshold_A,threshold_B,valid_physical_pair,n,predicted_leakage,predicted_no_leakage,no_leakage_between_A_B,accuracy,precision,recall,f1,tn,fp,fn,tp,balanced_accuracy
0.185,0.055,True,2500,2062.0,438.0,438.0,0.8584,0.8991270611057226,0.927,0.912850812407681,292.0,208.0,146.0,1854.0,0.7555000000000001
0.165,-0.015,True,2500,1644.0,856.0,856.0,0.8576,1.0,0.822,0.9023051591657518,500.0,0.0,356.0,1644.0,0.911
0.065,-0.045,True,2500,2318.0,182.0,182.0,0.8568,0.8541846419327006,0.99,0.9170912459471978,162.0,338.0,20.0,1980.0,0.657
0.205,0.045,True,2500,1818.0,682.0,682.0,0.8568,0.9515951595159516,0.865,0.9062336301728655,412.0,88.0,270.0,1730.0,0.8445
0.155,-0.055,True,2500,1640.0,860.0,860.0,0.856,1.0,0.82,0.9010989010989011,500.0,0.0,360.0,1640.0,0.9099999999999999
0.175,0.015,True,2500,1640.0,860.0,860.0,0.856,1.0,0.82,0.9010989010989011,500.0,0.0,360.0,1640.0,0.9099999999999999
0.065,-0.055,True,2500,2315.0,185.0,185.0,0.8556,0.8539956803455724,0.9885,0.9163383545770569,162.0,338.0,23.0,1977.0,0.65625
0.195,0.055,True,2500,2055.0,445.0,445.0,0.8556,0.8987834549878345,0.9235,0.9109741060419234,292.0,208.0,153.0,1847.0,0.7537499999999999
0.195,0.035,True,2500,1686.0,814.0,814.0,0.8552,0.9857651245551602,0.831,0.9017905588714054,476.0,24.0,338.0,1662.0,0.8915
0.145,-0.085,True,2500,1637.0,863.0,863.0,0.8548,1.0,0.8185,0.9001924663183943,500.0,0.0,363.0,1637.0,0.90925
0.215,0.045,True,2500,1812.0,688.0,688.0,0.8544,0.9514348785871964,0.862,0.9045120671563485,412.0,88.0,276.0,1724.0,0.843
0.065,-0.065,True,2500,2311.0,189.0,189.0,0.854,0.8537429684119429,0.9865,0.9153328694038506,162.0,338.0,27.0,1973.0,0.65525
0.135,-0.115,True,2500,1635.0,865.0,865.0,0.854,1.0,0.8175,0.8995873452544705,500.0,0.0,365.0,1635.0,0.90875
0.065,-0.075,True,2500,2308.0,192.0,192.0,0.8528,0.8535528596187175,0.985,0.9145775301764161,162.0,338.0,30.0,1970.0,0.6545
0.185,0.025,True,2500,1639.0,861.0,861.0,0.8524,0.9975594874923734,0.8175,0.8985985160758451,496.0,4.0,365.0,1635.0,0.9047499999999999
0.065,-0.085,True,2500,2305.0,195.0,195.0,0.8516,0.8533622559652928,0.9835,0.913821138211382,162.0,338.0,33.0,1967.0,0.65375
0.205,0.055,True,2500,2045.0,455.0,455.0,0.8516,0.8982885085574572,0.9185,0.9082818294190358,292.0,208.0,163.0,1837.0,0.75125
0.215,0.055,True,2500,2043.0,457.0,457.0,0.8508,0.8981889378365149,0.9175,0.9077417759089784,292.0,208.0,165.0,1835.0,0.75075
0.165,-0.025,True,2500,1626.0,874.0,874.0,0.8504,1.0,0.813,0.8968560397131825,500.0,0.0,374.0,1626.0,0.9065
0.065,-0.095,True,2500,2301.0,199.0,199.0,0.85,0.8531073446327684,0.9815,0.9128109741920484,162.0,338.0,37.0,1963.0,0.65275
0.155,-0.065,True,2500,1623.0,877.0,877.0,0.8492,1.0,0.8115,0.8959425890146288,500.0,0.0,377.0,1623.0,0.90575
0.095,0.065,True,2500,2359.0,141.0,141.0,0.8484,0.8435777871979653,0.995,0.9130534526267492,131.0,369.0,10.0,1990.0,0.6285000000000001
0.065,-0.105,True,2500,2297.0,203.0,203.0,0.8484,0.8528515454941228,0.9795,0.9117989294856876,162.0,338.0,41.0,1959.0,0.65175
0.175,0.005,True,2500,1621.0,879.0,879.0,0.8484,1.0,0.8105,0.8953327809997238,500.0,0.0,379.0,1621.0,0.90525
0.205,0.035,True,2500,1668.0,832.0,832.0,0.848,0.9856115107913669,0.822,0.8964013086150491,476.0,24.0,356.0,1644.0,0.887
0.135,-0.125,True,2500,1620.0,880.0,880.0,0.848,1.0,0.81,0.8950276243093923,500.0,0.0,380.0,1620.0,0.905
0.065,0.045,True,2500,2375.0,125.0,125.0,0.8476,0.840842105263158,0.9985,0.9129142857142858,122.0,378.0,3.0,1997.0,0.6212500000000001
0.105,0.065,True,2500,2351.0,149.0,149.0,0.8468,0.8438962143768609,0.992,0.9119742587910825,133.0,367.0,16.0,1984.0,0.629
0.065,-0.115,True,2500,2293.0,207.0,207.0,0.8468,0.8525948539031836,0.9775,0.9107849988353133,162.0,338.0,45.0,1955.0,0.65075
0.065,-0.125,True,2500,2292.0,208.0,208.0,0.8464,0.8525305410122164,0.977,0.9105312208760484,162.0,338.0,46.0,1954.0,0.6505
0.145,-0.095,True,2500,1615.0,885.0,885.0,0.846,1.0,0.8075,0.8934993084370677,500.0,0.0,385.0,1615.0,0.90375
0.085,0.065,True,2500,2372.0,128.0,128.0,0.8456,0.8402192242833052,0.9965,0.9117108874656908,121.0,379.0,7.0,1993.0,0.6192500000000001
0.115,0.065,True,2500,2348.0,152.0,152.0,0.8456,0.8436967632027257,0.9905,0.9112235510579576,133.0,367.0,19.0,1981.0,0.62825
0.165,-0.035,True,2500,1614.0,886.0,886.0,0.8456,1.0,0.807,0.8931931377974545,500.0,0.0,386.0,1614.0,0.9035
0.215,0.035,True,2500,1659.0,841.0,841.0,0.8444,0.9855334538878843,0.8175,0.8936867996720416,476.0,24.0,365.0,1635.0,0.8847499999999999
0.175,-0.005,True,2500,1610.0,890.0,890.0,0.844,1.0,0.805,0.89196675900277,500.0,0.0,390.0,1610.0,0.9025000000000001
0.125,0.065,True,2500,2339.0,161.0,161.0,0.8428,0.8435228730226593,0.9865,0.9094261350541599,134.0,366.0,27.0,1973.0,0.6272500000000001
0.195,0.025,True,2500,1614.0,886.0,886.0,0.8424,0.9975216852540273,0.805,0.8909795240730493,496.0,4.0,390.0,1610.0,0.8985000000000001
0.175,-0.015,True,2500,1604.0,896.0,896.0,0.8416,1.0,0.802,0.8901220865704773,500.0,0.0,396.0,1604.0,0.901
0.185,0.015,True,2500,1604.0,896.0,896.0,0.8416,1.0,0.802,0.8901220865704773,500.0,0.0,396.0,1604.0,0.901
0.165,-0.045,True,2500,1601.0,899.0,899.0,0.8404,1.0,0.8005,0.8891974451541238,500.0,0.0,399.0,1601.0,0.90025
0.135,0.065,True,2500,2325.0,175.0,175.0,0.838,0.843010752688172,0.98,0.9063583815028902,135.0,365.0,40.0,1960.0,0.625
0.155,-0.075,True,2500,1595.0,905.0,905.0,0.838,1.0,0.7975,0.8873435326842838,500.0,0.0,405.0,1595.0,0.8987499999999999
0.145,0.065,True,2500,2317.0,183.0,183.0,0.8348,0.842468709538196,0.976,0.9043317118369238,135.0,365.0,48.0,1952.0,0.623
0.165,-0.055,True,2500,1587.0,913.0,913.0,0.8348,1.0,0.7935,0.884862001672707,500.0,0.0,413.0,1587.0,0.8967499999999999
0.205,0.025,True,2500,1593.0,907.0,907.0,0.834,0.997489014438167,0.7945,0.884497634288895,496.0,4.0,411.0,1589.0,0.89325
0.145,-0.105,True,2500,1582.0,918.0,918.0,0.8328,1.0,0.791,0.8833054159687326,500.0,0.0,418.0,1582.0,0.8955
0.175,-0.025,True,2500,1582.0,918.0,918.0,0.8328,1.0,0.791,0.8833054159687326,500.0,0.0,418.0,1582.0,0.8955
0.185,0.005,True,2500,1581.0,919.0,919.0,0.8324,1.0,0.7905,0.8829935772130689,500.0,0.0,419.0,1581.0,0.89525
0.155,0.065,True,2500,2310.0,190.0,190.0,0.832,0.841991341991342,0.9725,0.9025522041763341,135.0,365.0,55.0,1945.0,0.6212500000000001
0.155,-0.085,True,2500,1580.0,920.0,920.0,0.832,1.0,0.79,0.8826815642458101,500.0,0.0,420.0,1580.0,0.895
0.195,0.015,True,2500,1579.0,921.0,921.0,0.8316,1.0,0.7895,0.8823693769209277,500.0,0.0,421.0,1579.0,0.8947499999999999
0.215,0.025,True,2500,1583.0,917.0,917.0,0.83,0.9974731522425774,0.7895,0.8813843148199833,496.0,4.0,421.0,1579.0,0.8907499999999999
0.165,0.065,True,2500,2303.0,197.0,197.0,0.8292,0.8415110725141121,0.969,0.9007669068092029,135.0,365.0,62.0,1938.0,0.6194999999999999
0.175,0.065,True,2500,2300.0,200.0,200.0,0.828,0.841304347826087,0.9675,0.9000000000000001,135.0,365.0,65.0,1935.0,0.61875
0.175,-0.035,True,2500,1570.0,930.0,930.0,0.828,1.0,0.785,0.8795518207282913,500.0,0.0,430.0,1570.0,0.8925000000000001
0.185,-0.005,True,2500,1570.0,930.0,930.0,0.828,1.0,0.785,0.8795518207282913,500.0,0.0,430.0,1570.0,0.8925000000000001
0.165,-0.065,True,2500,1567.0,933.0,933.0,0.8268,1.0,0.7835,0.8786094757499299,500.0,0.0,433.0,1567.0,0.89175
0.075,0.065,True,2500,2428.0,72.0,72.0,0.8264,0.8224876441515651,0.9985,0.9019873532068654,69.0,431.0,3.0,1997.0,0.56825
0.185,0.065,True,2500,2294.0,206.0,206.0,0.8256,0.8408892763731474,0.9645,0.8984629715882628,135.0,365.0,71.0,1929.0,0.6172500000000001
0.185,-0.015,True,2500,1563.0,937.0,937.0,0.8252,1.0,0.7815,0.8773505472916082,500.0,0.0,437.0,1563.0,0.8907499999999999
0.195,0.065,True,2500,2292.0,208.0,208.0,0.8248,0.8407504363001745,0.9635,0.8979496738117428,135.0,365.0,73.0,1927.0,0.61675
0.065,0.055,True,2500,2435.0,65.0,65.0,0.8236,0.820123203285421,0.9985,0.9005636978579482,62.0,438.0,3.0,1997.0,0.56125
0.145,-0.115,True,2500,1559.0,941.0,941.0,0.8236,1.0,0.7795,0.8760887889856701,500.0,0.0,441.0,1559.0,0.88975
0.205,0.015,True,2500,1558.0,942.0,942.0,0.8232,1.0,0.779,0.8757729061270377,500.0,0.0,442.0,1558.0,0.8895
0.155,-0.095,True,2500,1557.0,943.0,943.0,0.8228,1.0,0.7785,0.8754568456564521,500.0,0.0,443.0,1557.0,0.88925
0.205,0.065,True,2500,2286.0,214.0,214.0,0.8224,0.8403324584426947,0.9605,0.896406906206253,135.0,365.0,79.0,1921.0,0.6152500000000001
0.175,-0.045,True,2500,1556.0,944.0,944.0,0.8224,1.0,0.778,0.875140607424072,500.0,0.0,444.0,1556.0,0.889
0.215,0.065,True,2500,2285.0,215.0,215.0,0.822,0.8402625820568927,0.96,0.896149358226371,135.0,365.0,80.0,1920.0,0.615
0.195,0.005,True,2500,1554.0,946.0,946.0,0.8216,1.0,0.777,0.8745075970737197,500.0,0.0,446.0,1554.0,0.8885000000000001
0.055,-0.005,True,2500,2446.0,54.0,54.0,0.8192,0.8164349959116926,0.9985,0.8983355825461088,51.0,449.0,3.0,1997.0,0.55025
0.055,0.005,True,2500,2446.0,54.0,54.0,0.8192,0.8164349959116926,0.9985,0.8983355825461088,51.0,449.0,3.0,1997.0,0.55025
0.055,0.015,True,2500,2446.0,54.0,54.0,0.8192,0.8164349959116926,0.9985,0.8983355825461088,51.0,449.0,3.0,1997.0,0.55025
0.055,0.035,True,2500,2449.0,51.0,51.0,0.8188,0.8158432013066558,0.999,0.8981793661496965,49.0,451.0,2.0,1998.0,0.5485
0.055,0.025,True,2500,2447.0,53.0,53.0,0.8188,0.8161013485901103,0.9985,0.8981335731954126,50.0,450.0,3.0,1997.0,0.54925
0.055,-0.015,True,2500,2445.0,55.0,55.0,0.8188,0.816359918200409,0.998,0.8980877390326208,51.0,449.0,4.0,1996.0,0.55
0.215,0.015,True,2500,1547.0,953.0,953.0,0.8188,1.0,0.7735,0.8722864392444319,500.0,0.0,453.0,1547.0,0.8867499999999999
0.055,-0.025,True,2500,2442.0,58.0,58.0,0.8176,0.8161343161343161,0.9965,0.8973435389464205,51.0,449.0,7.0,1993.0,0.54925
0.055,-0.035,True,2500,2441.0,59.0,59.0,0.8172,0.8160589922163048,0.996,0.8970952488178338,51.0,449.0,8.0,1992.0,0.549
0.195,-0.005,True,2500,1542.0,958.0,958.0,0.8168,1.0,0.771,0.870694522868436,500.0,0.0,458.0,1542.0,0.8855
0.055,-0.045,True,2500,2438.0,62.0,62.0,0.816,0.8158326497128794,0.9945,0.8963497070752592,51.0,449.0,11.0,1989.0,0.54825
0.175,-0.055,True,2500,1540.0,960.0,960.0,0.816,1.0,0.77,0.8700564971751412,500.0,0.0,460.0,1540.0,0.885
0.185,-0.025,True,2500,1540.0,960.0,960.0,0.816,1.0,0.77,0.8700564971751412,500.0,0.0,460.0,1540.0,0.885
0.145,-0.125,True,2500,1539.0,961.0,961.0,0.8156,1.0,0.7695,0.8697372139022324,500.0,0.0,461.0,1539.0,0.8847499999999999
0.055,-0.055,True,2500,2436.0,64.0,64.0,0.8152,0.8156814449917899,0.9935,0.8958521190261498,51.0,449.0,13.0,1987.0,0.5477500000000001
0.165,-0.075,True,2500,1538.0,962.0,962.0,0.8152,1.0,0.769,0.8694177501413227,500.0,0.0,462.0,1538.0,0.8845000000000001
0.055,-0.065,True,2500,2433.0,67.0,67.0,0.814,0.8154541718043568,0.992,0.8951048951048951,51.0,449.0,16.0,1984.0,0.547
0.095,0.075,True,2500,2464.0,36.0,36.0,0.8136,0.8112824675324676,0.9995,0.8956093189964158,35.0,465.0,1.0,1999.0,0.5347500000000001
0.055,-0.075,True,2500,2432.0,68.0,68.0,0.8136,0.8153782894736842,0.9915,0.89485559566787,51.0,449.0,17.0,1983.0,0.5467500000000001
0.195,-0.015,True,2500,1534.0,966.0,966.0,0.8136,1.0,0.767,0.8681380871533674,500.0,0.0,466.0,1534.0,0.8835
0.055,-0.085,True,2500,2431.0,69.0,69.0,0.8132,0.8153023447141095,0.991,0.8946061837057098,51.0,449.0,18.0,1982.0,0.5465
0.055,0.045,True,2500,2468.0,32.0,32.0,0.8128,0.8103727714748784,1.0,0.8952551477170994,32.0,468.0,0.0,2000.0,0.532
0.105,0.075,True,2500,2461.0,39.0,39.0,0.8124,0.8110524177163755,0.998,0.8948666218336695,35.0,465.0,4.0,1996.0,0.534
0.205,0.005,True,2500,1531.0,969.0,969.0,0.8124,1.0,0.7655,0.8671764372698952,500.0,0.0,469.0,1531.0,0.8827499999999999
0.115,0.075,True,2500,2460.0,40.0,40.0,0.812,0.8109756097560976,0.9975,0.8946188340807175,35.0,465.0,5.0,1995.0,0.5337500000000001
0.055,-0.095,True,2500,2428.0,72.0,72.0,0.812,0.8150741350906096,0.9895,0.8938572719060525,51.0,449.0,21.0,1979.0,0.5457500000000001
0.085,0.075,True,2500,2469.0,31.0,31.0,0.8116,0.8096395301741596,0.9995,0.8946072946968002,30.0,470.0,1.0,1999.0,0.52975
0.055,-0.105,True,2500,2424.0,76.0,76.0,0.8104,0.8147689768976898,0.9875,0.8928571428571428,51.0,449.0,25.0,1975.0,0.5447500000000001
0.185,-0.035,True,2500,1526.0,974.0,974.0,0.8104,1.0,0.763,0.8655700510493478,500.0,0.0,474.0,1526.0,0.8815
0.055,-0.115,True,2500,2423.0,77.0,77.0,0.81,0.8146925299215848,0.987,0.8926068279448337,51.0,449.0,26.0,1974.0,0.5445
0.125,0.075,True,2500,2454.0,46.0,46.0,0.8096,0.8105134474327629,0.9945,0.8931297709923665,35.0,465.0,11.0,1989.0,0.53225
0.055,-0.125,True,2500,2422.0,78.0,78.0,0.8096,0.814616019818332,0.9865,0.8923563998190864,51.0,449.0,27.0,1973.0,0.54425
0.155,-0.105,True,2500,1522.0,978.0,978.0,0.8088,1.0,0.761,0.8642816581487791,500.0,0.0,478.0,1522.0,0.8805000000000001
0.165,-0.085,True,2500,1520.0,980.0,980.0,0.808,1.0,0.76,0.8636363636363636,500.0,0.0,480.0,1520.0,0.88
0.175,-0.065,True,2500,1520.0,980.0,980.0,0.808,1.0,0.76,0.8636363636363636,500.0,0.0,480.0,1520.0,0.88
0.215,0.005,True,2500,1520.0,980.0,980.0,0.808,1.0,0.76,0.8636363636363636,500.0,0.0,480.0,1520.0,0.88
0.135,0.075,True,2500,2448.0,52.0,52.0,0.8072,0.8100490196078431,0.9915,0.891636690647482,35.0,465.0,17.0,1983.0,0.53075
0.205,-0.005,True,2500,1518.0,982.0,982.0,0.8072,1.0,0.759,0.8629903354178511,500.0,0.0,482.0,1518.0,0.8795
0.145,0.075,True,2500,2445.0,55.0,55.0,0.806,0.8098159509202454,0.99,0.890888638920135,35.0,465.0,20.0,1980.0,0.53
0.155,0.075,True,2500,2443.0,57.0,57.0,0.8052,0.8096602537863283,0.989,0.8903893765473779,35.0,465.0,22.0,1978.0,0.5295
0.185,-0.045,True,2500,1511.0,989.0,989.0,0.8044,1.0,0.7555,0.8607234406152092,500.0,0.0,489.0,1511.0,0.87775
0.195,-0.025,True,2500,1510.0,990.0,990.0,0.804,1.0,0.755,0.8603988603988605,500.0,0.0,490.0,1510.0,0.8775
0.205,-0.015,True,2500,1510.0,990.0,990.0,0.804,1.0,0.755,0.8603988603988605,500.0,0.0,490.0,1510.0,0.8775
0.165,0.075,True,2500,2439.0,61.0,61.0,0.8036,0.8093480934809348,0.987,0.8893895021401217,35.0,465.0,26.0,1974.0,0.5285
0.175,0.075,True,2500,2438.0,62.0,62.0,0.8032,0.8092698933552092,0.9865,0.8891392519152771,35.0,465.0,27.0,1973.0,0.52825
0.215,-0.005,True,2500,1506.0,994.0,994.0,0.8024,1.0,0.753,0.8590986879634911,500.0,0.0,494.0,1506.0,0.8765000000000001
0.185,0.075,True,2500,2434.0,66.0,66.0,0.8016,0.8089564502875924,0.9845,0.8881371222372575,35.0,465.0,31.0,1969.0,0.52725
0.045,-0.015,True,2500,2497.0,3.0,3.0,0.8012,0.8009611533840608,1.0,0.88948187680676,3.0,497.0,0.0,2000.0,0.503
0.045,-0.005,True,2500,2497.0,3.0,3.0,0.8012,0.8009611533840608,1.0,0.88948187680676,3.0,497.0,0.0,2000.0,0.503
0.045,0.005,True,2500,2497.0,3.0,3.0,0.8012,0.8009611533840608,1.0,0.88948187680676,3.0,497.0,0.0,2000.0,0.503
0.045,0.015,True,2500,2497.0,3.0,3.0,0.8012,0.8009611533840608,1.0,0.88948187680676,3.0,497.0,0.0,2000.0,0.503
0.045,0.025,True,2500,2497.0,3.0,3.0,0.8012,0.8009611533840608,1.0,0.88948187680676,3.0,497.0,0.0,2000.0,0.503
0.195,0.075,True,2500,2433.0,67.0,67.0,0.8012,0.8088779284833539,0.984,0.8878863072411459,35.0,465.0,32.0,1968.0,0.527
0.045,0.035,True,2500,2498.0,2.0,2.0,0.8008,0.800640512409928,1.0,0.889284126278346,2.0,498.0,0.0,2000.0,0.502
0.095,0.085,True,2500,2498.0,2.0,2.0,0.8008,0.800640512409928,1.0,0.889284126278346,2.0,498.0,0.0,2000.0,0.502
0.045,-0.035,True,2500,2496.0,4.0,4.0,0.8008,0.8008814102564102,0.9995,0.8892348754448398,3.0,497.0,1.0,1999.0,0.50275
0.045,-0.025,True,2500,2496.0,4.0,4.0,0.8008,0.8008814102564102,0.9995,0.8892348754448398,3.0,497.0,1.0,1999.0,0.50275
0.045,-0.055,True,2500,2495.0,5.0,5.0,0.8004,0.8008016032064128,0.999,0.888987764182425,3.0,497.0,2.0,1998.0,0.5025
0.045,-0.045,True,2500,2495.0,5.0,5.0,0.8004,0.8008016032064128,0.999,0.888987764182425,3.0,497.0,2.0,1998.0,0.5025
0.205,0.075,True,2500,2431.0,69.0,69.0,0.8004,0.8087206910736322,0.983,0.8873843376213043,35.0,465.0,34.0,1966.0,0.5265
0.215,0.075,True,2500,2431.0,69.0,69.0,0.8004,0.8087206910736322,0.983,0.8873843376213043,35.0,465.0,34.0,1966.0,0.5265
0.015,-0.125,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.115,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.105,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.095,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.085,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.075,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.065,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.055,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.045,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.035,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.025,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.015,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,-0.005,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.015,0.005,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.025,-0.015,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.025,-0.005,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.025,0.005,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.025,0.015,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.035,-0.015,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.035,-0.005,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.035,0.005,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.035,0.015,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.035,0.025,True,2500,2500.0,0.0,0.0,0.8,0.8,1.0,0.888888888888889,0.0,500.0,0.0,2000.0,0.5
0.105,0.085,True,2500,2496.0,4.0,4.0,0.8,0.8004807692307693,0.999,0.8887900355871886,2.0,498.0,2.0,1998.0,0.5015
0.115,0.085,True,2500,2496.0,4.0,4.0,0.8,0.8004807692307693,0.999,0.8887900355871886,2.0,498.0,2.0,1998.0,0.5015
0.045,-0.075,True,2500,2494.0,6.0,6.0,0.8,0.8007217321571772,0.9985,0.8887405429461505,3.0,497.0,3.0,1997.0,0.50225
0.045,-0.065,True,2500,2494.0,6.0,6.0,0.8,0.8007217321571772,0.9985,0.8887405429461505,3.0,497.0,3.0,1997.0,0.50225
0.025,-0.125,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.115,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.105,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.095,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.085,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.075,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.065,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.055,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.045,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.035,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.025,-0.025,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.035,-0.035,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.035,-0.025,True,2500,2499.0,1.0,1.0,0.7996,0.7999199679871949,0.9995,0.8886419204267615,0.0,500.0,1.0,1999.0,0.49975
0.125,0.085,True,2500,2495.0,5.0,5.0,0.7996,0.8004008016032064,0.9985,0.8885428253615129,2.0,498.0,3.0,1997.0,0.50125
0.045,-0.085,True,2500,2493.0,7.0,7.0,0.7996,0.8006417970316887,0.998,0.8884932116625862,3.0,497.0,4.0,1996.0,0.502
0.035,-0.055,True,2500,2498.0,2.0,2.0,0.7992,0.799839871897518,0.999,0.8883948421520677,0.0,500.0,2.0,1998.0,0.4995
0.035,-0.045,True,2500,2498.0,2.0,2.0,0.7992,0.799839871897518,0.999,0.8883948421520677,0.0,500.0,2.0,1998.0,0.4995
0.045,-0.095,True,2500,2492.0,8.0,8.0,0.7992,0.800561797752809,0.9975,0.8882457702582368,3.0,497.0,5.0,1995.0,0.50175
0.215,-0.015,True,2500,1498.0,1002.0,1002.0,0.7992,1.0,0.749,0.8564894225271583,500.0,0.0,502.0,1498.0,0.8745
0.035,-0.125,True,2500,2497.0,3.0,3.0,0.7988,0.7997597116539847,0.9985,0.8881476539915498,0.0,500.0,3.0,1997.0,0.49925
0.035,-0.115,True,2500,2497.0,3.0,3.0,0.7988,0.7997597116539847,0.9985,0.8881476539915498,0.0,500.0,3.0,1997.0,0.49925
0.035,-0.105,True,2500,2497.0,3.0,3.0,0.7988,0.7997597116539847,0.9985,0.8881476539915498,0.0,500.0,3.0,1997.0,0.49925
0.035,-0.095,True,2500,2497.0,3.0,3.0,0.7988,0.7997597116539847,0.9985,0.8881476539915498,0.0,500.0,3.0,1997.0,0.49925
0.035,-0.085,True,2500,2497.0,3.0,3.0,0.7988,0.7997597116539847,0.9985,0.8881476539915498,0.0,500.0,3.0,1997.0,0.49925
0.035,-0.075,True,2500,2497.0,3.0,3.0,0.7988,0.7997597116539847,0.9985,0.8881476539915498,0.0,500.0,3.0,1997.0,0.49925
0.035,-0.065,True,2500,2497.0,3.0,3.0,0.7988,0.7997597116539847,0.9985,0.8881476539915498,0.0,500.0,3.0,1997.0,0.49925
0.045,-0.125,True,2500,2491.0,9.0,9.0,0.7988,0.8004817342432758,0.997,0.8879982186595414,3.0,497.0,6.0,1994.0,0.5015
0.045,-0.115,True,2500,2491.0,9.0,9.0,0.7988,0.8004817342432758,0.997,0.8879982186595414,3.0,497.0,6.0,1994.0,0.5015
0.045,-0.105,True,2500,2491.0,9.0,9.0,0.7988,0.8004817342432758,0.997,0.8879982186595414,3.0,497.0,6.0,1994.0,0.5015
0.155,-0.115,True,2500,1497.0,1003.0,1003.0,0.7988,1.0,0.7485,0.8561624249356592,500.0,0.0,503.0,1497.0,0.87425
